City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Srednekolymsk,RU,67.45,153.6833,17.01,83,76,8.03,broken clouds
698,Krasnooktyabrskiy,RU,44.9328,38.3712,51.94,73,100,20.4,overcast clouds
699,Makasar,ID,-5.14,119.4221,75.25,94,20,1.14,few clouds
700,Moose Factory,CA,51.2585,-80.6094,69.8,52,1,8.05,clear sky
701,Portree,GB,57.4129,-6.1942,49.86,90,69,11.21,broken clouds
702,Akureyri,IS,65.6835,-18.0878,37.33,81,90,3.44,overcast clouds
703,Abilene,US,32.4487,-99.7331,91.89,29,1,6.91,clear sky
704,Magway,MM,20.15,94.9167,78.48,83,21,1.39,few clouds
705,Severouralsk,RU,60.1533,59.952,32.77,90,100,4.07,overcast clouds
706,Akyab,MM,20.15,92.9,79.29,88,4,4.03,clear sky
707,Odweyne,SO,9.4092,45.064,78.06,56,33,8.97,scattered clouds
708,Yanam,IN,16.7333,82.2167,79.5,86,17,4.92,few clouds
709,Newport,GB,51.5877,-2.9984,55.85,84,2,18.88,clear sky
710,Xichang,CN,27.8964,102.2634,64.99,90,72,0.94,broken clouds
711,Mao,ES,39.8885,4.2658,66.76,68,40,4.61,scattered clouds
712,College,US,64.8569,-147.8028,41.2,87,1,4.61,clear sky
713,Zhigansk,RU,66.7697,123.3711,27.7,89,100,14.97,overcast clouds
714,Sao Felix Do Xingu,BR,-6.6447,-51.995,81.5,55,71,2.57,broken clouds
715,Camocim,BR,-2.9022,-40.8411,80.33,78,57,19.19,broken clouds
716,Williams Lake,CA,52.1415,-122.1445,45.97,83,75,3.0,broken clouds
717,Lazarev,RU,52.225,141.5131,38.98,66,13,7.56,few clouds
718,Lima,PE,-12.0432,-77.0282,62.38,82,75,10.36,broken clouds
719,Porbandar,IN,21.6422,69.6093,80.91,80,49,7.76,scattered clouds
